year,state,state_po,state_fips,state_cen,state_ic,office,district,candidate,party,candidatevotes,totalvotes
1982,Texas,TX,48,74,49,US House,19,Kent Hance,democrat,89702,109970
1982,Texas,TX,48,74,49,US House,19,E.L. Hicks,republican,19062,109970
1982,Texas,TX,48,74,49,US House,20,NA,NA,4,74924
1982,Texas,TX,48,74,49,US House,20,Roger V. Gary,libertarian,4163,74924
1982,Texas,TX,48,74,49,US House,20,Henry B. Gonzales,democrat,68544,74924
1982,Texas,TX,48,74,49,US House,20,Benedict D. LaRosa,independent,2213,74924
1982,Texas,TX,48,74,49,US House,21,Jeffrey J. Brown,libertarian,1243,142872
1982,Texas,TX,48,74,49,US House,21,Tom Loeffler,republican,106515,142872
1982,Texas,TX,48,74,49,US House,21,NA,NA,2,142872
1982,Texas,TX,48,74,49,US House,21,Charles S. Stough,democrat,35112,142872
1982,Texas,TX,48,74,49,US House,22,NA,NA,943,67479
1982,Texas,TX,48,74,49,US House,22,Ron Paul,republican,66536,67479
1982,Texas,TX,48,74,49,US House,23,Parker Abell,libertarian,475,93528
1982,Texas,TX,48,74,49,US House,23,Jeff Wentworth,republican,41363,93528
1982,Texas,TX,48,74,49,US House,23,"Abraham (Chick) Kazen, Jr.",democrat,51690,93528
1982,Texas,TX,48,74,49,US House,24,Martin Frost,democrat,63857,87653
1982,Texas,TX,48,74,49,US House,24,Lucy Patterson,republican,22798,87653
1982,Texas,TX,48,74,49,US House,24,David Guier,libertarian,998,87653
1982,Texas,TX,48,74,49,US House,25,Barbara Coldiron,citizens,963,105914
1982,Texas,TX,48,74,49,US House,25,Jeff Calvert,libertarian,864,105914
1982,Texas,TX,48,74,49,US House,25,Mike Faubion,republican,40112,105914
1982,Texas,TX,48,74,49,US House,25,NA,NA,1,105914
1982,Texas,TX,48,74,49,US House,25,Mike Andrews,democrat,63974,105914
1982,Texas,TX,48,74,49,US House,26,Tom Vandergriff,democrat,69782,139220
1982,Texas,TX,48,74,49,US House,26,Jim Bradshaw,republican,69438,139220
1982,Texas,TX,48,74,49,US House,27,Steven R. Roberts,libertarian,2231,104044
1982,Texas,TX,48,74,49,US House,27,Solomon P. Ortiz,democrat,66604,104044
1982,Texas,TX,48,74,49,US House,27,Jason Luby,republican,35209,104044
1982,Utah,UT,49,87,67,US House,1,A. Stephen Dirks,democrat,66006,177422
1982,Utah,UT,49,87,67,US House,1,James V. Hansen,republican,111416,177422
1982,Utah,UT,49,87,67,US House,2,Dan Marriott,republican,92109,171090
1982,Utah,UT,49,87,67,US House,2,Frances Farley,democrat,78981,171090
1982,Utah,UT,49,87,67,US House,3,"Henry A. """"Hank"""" Huish",independent,32661,141139
1982,Utah,UT,49,87,67,US House,3,Howard C. Nielson,republican,108478,141139
1982,Vermont,VT,50,13,6,US House,0,Robin Lloyd,citizens,6409,164951
1982,Vermont,VT,50,13,6,US House,0,Peter Diamondstone,liberty union,2794,164951
1982,Vermont,VT,50,13,6,US House,0,Mark A. Kaplan,democrat,38296,164951
1982,Vermont,VT,50,13,6,US House,0,Jim Jeffords,republican,114191,164951
1982,Vermont,VT,50,13,6,US House,0,Morris Earle,small is beautiful,1733,164951
1982,Vermont,VT,50,13,6,US House,0,George E. Trask,libertarian,1407,164951
1982,Vermont,VT,50,13,6,US House,0,NA,NA,121,164951
1982,Virginia,VA,51,54,40,US House,1,NA,NA,3497,142802
1982,Virginia,VA,51,54,40,US House,1,Herbert H. Bateman,republican,76926,142802
1982,Virginia,VA,51,54,40,US House,1,John J. McGelennon,democrat,62379,142802
1982,Virginia,VA,51,54,40,US House,2,NA,NA,97,78205
1982,Virginia,VA,51,54,40,US House,2,G. William Whitehurst,republican,78108,78205
1982,Virginia,VA,51,54,40,US House,3,"Thomas J. (Tom) Bliley, Jr.",republican,92928,156891
1982,Virginia,VA,51,54,40,US House,3,NA,NA,17,156891
1982,Virginia,VA,51,54,40,US House,3,"John A. Waldrop, Jr.",democrat,63946,156891
1982,Virginia,VA,51,54,40,US House,4,Norman Sisisky,democrat,80695,148406
1982,Virginia,VA,51,54,40,US House,4,"Robert W. (Bob) Daniel, Jr.",republican,67708,148406
1982,Virginia,VA,51,54,40,US House,4,NA,NA,3,148406
1982,Virginia,VA,51,54,40,US House,5,W.C. (Dan) Daniel,democrat,88293,88324
1982,Virginia,VA,51,54,40,US House,5,NA,NA,31,88324
1982,Virginia,VA,51,54,40,US House,6,Robert L. Fariss,independent,2395,137140
1982,Virginia,VA,51,54,40,US House,6,NA,NA,16,137140
1982,Virginia,VA,51,54,40,US House,6,James R. (Jim) Olin,democrat,68192,137140
1982,Virginia,VA,51,54,40,US House,6,Kevin G. Miller,republican,66537,137140
1982,Virginia,VA,51,54,40,US House,7,David J. Toscano,independent,4950,128224
1982,Virginia,VA,51,54,40,US House,7,"Lindsay G. Dorrier, Jr.",democrat,46514,128224
1982,Virginia,VA,51,54,40,US House,7,NA,NA,8,128224
1982,Virginia,VA,51,54,40,US House,7,J. Kenneth Robinson,republican,76752,128224
1982,Virginia,VA,51,54,40,US House,8,Stanford E. (Stan) Parris,republican,69620,140070
1982,Virginia,VA,51,54,40,US House,8,"Austin W. Morrill, Jr.",independent,2373,140070
1982,Virginia,VA,51,54,40,US House,8,NA,NA,6,140070
1982,Virginia,VA,51,54,40,US House,8,"Herbert E. Harris, II",democrat,68071,140070
1982,Virginia,VA,51,54,40,US House,9,Frederick C. (Rick) Boucher,democrat,76227,151238
1982,Virginia,VA,51,54,40,US House,9,William C. Wampler,republican,75009,151238
1982,Virginia,VA,51,54,40,US House,9,NA,NA,2,151238
1982,Virginia,VA,51,54,40,US House,10,NA,NA,6,164035
1982,Virginia,VA,51,54,40,US House,10,Scott R. Bowden,independent,2162,164035
1982,Virginia,VA,51,54,40,US House,10,Frank R. Wolf,republican,86506,164035
1982,Virginia,VA,51,54,40,US House,10,Ira M. Lechner,democrat,75361,164035
1982,Washington,WA,53,91,73,US House,1,Joel Pritchard,republican,123956,183400
1982,Washington,WA,53,91,73,US House,1,Brian Long,democrat,59444,183400
1982,Washington,WA,53,91,73,US House,2,Joan Houchen,republican,68622,170005
1982,Washington,WA,53,91,73,US House,2,Al Swift,democrat,101383,170005
1982,Washington,WA,53,91,73,US House,3,J.T. Quigg,republican,59686,162058
1982,Washington,WA,53,91,73,US House,3,Donald L. Bonker,democrat,97323,162058
1982,Washington,WA,53,91,73,US House,3,O'Dean Williamson,independent,5049,162058
1982,Washington,WA,53,91,73,US House,4,Sid Morrison,republican,112148,160668
1982,Washington,WA,53,91,73,US House,4,Charles D. Kilbury,democrat,45990,160668
1982,Washington,WA,53,91,73,US House,4,Michael Leroy Burns,free peoples,2530,160668
1982,Washington,WA,53,91,73,US House,5,Thomas S. Foley,democrat,109549,170365
1982,Washington,WA,53,91,73,US House,5,John Sonneland,republican,60816,170365
1982,Washington,WA,53,91,73,US House,6,Jayne H. Anderson,independent,6193,143898
1982,Washington,WA,53,91,73,US House,6,Norman D. Dicks,democrat,89985,143898
1982,Washington,WA,53,91,73,US House,6,Ted Haley,republican,47720,143898
1982,Washington,WA,53,91,73,US House,7,Bob Dorse,republican,51759,178072
1982,Washington,WA,53,91,73,US House,7,Mike Lowry,democrat,126313,178072
1982,Washington,WA,53,91,73,US House,8,Rod Chandler,republican,79209,139033
1982,Washington,WA,53,91,73,US House,8,Beth Bland,democrat,59824,139033
1982,West Virginia,WV,54,55,56,US House,1,Alan B. Mollohan,democrat,79529,149598
1982,West Virginia,WV,54,55,56,US House,1,John F. McCuskey,republican,70069,149598
1982,West Virginia,WV,54,55,56,US House,2,"Harley O. Staggers, Jr.",democrat,87904,137317
1982,West Virginia,WV,54,55,56,US House,2,J.D. Hinkle,republican,49413,137317
1982,West Virginia,WV,54,55,56,US House,3,Mick Staton,republican,60844,146250
1982,West Virginia,WV,54,55,56,US House,3,Adrienne Benjamin,socialist workers,787,146250
1982,West Virginia,WV,54,55,56,US House,3,"Robert E. Wise, Jr.",democrat,84619,146250
1982,West Virginia,WV,54,55,56,US House,4,"Nick Joe Rahall, II",democrat,91184,113238
1982,West Virginia,WV,54,55,56,US House,4,Homer L. Harris,republican,22054,113238
1982,Wisconsin,WI,55,35,25,US House,1,NA,NA,2,155804
1982,Wisconsin,WI,55,35,25,US House,1,Peter N. Jansson,republican,59309,155804
1982,Wisconsin,WI,55,35,25,US House,1,Les Aspin,democrat,95055,155804
1982,Wisconsin,WI,55,35,25,US House,1,Arthur F. Jackson,libertarian,1438,155804
1982,Wisconsin,WI,55,35,25,US House,2,David Beito,libertarian,1368,186045
1982,Wisconsin,WI,55,35,25,US House,2,NA,NA,11,186045
1982,Wisconsin,WI,55,35,25,US House,2,Jim Johnson,republican,71989,186045
1982,Wisconsin,WI,55,35,25,US House,2,Robert Kastenmeier,democrat,112677,186045
1982,Wisconsin,WI,55,35,25,US House,3,NA,NA,2,175465
1982,Wisconsin,WI,55,35,25,US House,3,Steven C. Gunderson,republican,99304,175465
1982,Wisconsin,WI,55,35,25,US House,3,Paul Offner,democrat,75132,175465
1982,Wisconsin,WI,55,35,25,US House,3,Kenneth P. Van Doren,libertarian,1027,175465
1982,Wisconsin,WI,55,35,25,US House,4,Clement J. Zablocki,democrat,129557,137024
1982,Wisconsin,WI,55,35,25,US House,4,Nicholas P. Youngers,libertarian,4064,137024
1982,Wisconsin,WI,55,35,25,US House,4,John F. Baumgartner,independent,2421,137024
1982,Wisconsin,WI,55,35,25,US House,4,John Gudenschwager,constitution,946,137024
1982,Wisconsin,WI,55,35,25,US House,4,NA,NA,36,137024
1982,Wisconsin,WI,55,35,25,US House,5,NA,NA,5,156921
1982,Wisconsin,WI,55,35,25,US House,5,Jim Moody,democrat,99713,156921
1982,Wisconsin,WI,55,35,25,US House,5,Rod K. Johnston,republican,54826,156921
1982,Wisconsin,WI,55,35,25,US House,5,Walter G. Beach,independent political choice,526,156921
1982,Wisconsin,WI,55,35,25,US House,5,Cheryl Y. Hidalgo,socialist workers,353,156921
1982,Wisconsin,WI,55,35,25,US House,5,"William G. McCuen, Jr.",libertarian,1498,156921
1982,Wisconsin,WI,55,35,25,US House,6,Thomas E. Petri,republican,111348,171283
1982,Wisconsin,WI,55,35,25,US House,6,NA,NA,13,171283
1982,Wisconsin,WI,55,35,25,US House,6,Gordon E. Loehr,democrat,59922,171283
1982,Wisconsin,WI,55,35,25,US House,7,Bernard A. Zimmerman,republican,57535,179668
1982,Wisconsin,WI,55,35,25,US House,7,NA,NA,9,179668
1982,Wisconsin,WI,55,35,25,US House,7,David R. Obey,democrat,122124,179668
1982,Wisconsin,WI,55,35,25,US House,8,Toby Roth,republican,101379,177152
1982,Wisconsin,WI,55,35,25,US House,8,NA,NA,1,177152
1982,Wisconsin,WI,55,35,25,US House,8,Ruth C. Clusen,democrat,74436,177152
1982,Wisconsin,WI,55,35,25,US House,8,Anthony Theisen,libertarian,1336,177152
1982,Wisconsin,WI,55,35,25,US House,9,"F. James Sensenbrenner, Jr.",republican,111503,111570
1982,Wisconsin,WI,55,35,25,US House,9,NA,NA,67,111570
1982,Wyoming,WY,56,83,68,US House,0,Dick Cheney,republican,113236,159277
1982,Wyoming,WY,56,83,68,US House,0,Ted Hommel,democrat,46041,159277
1984,Alabama,AL,1,63,41,US House,1,"H. L. """"Sonny"""" Callahan",republican,102479,200934
1984,Alabama,AL,1,63,41,US House,1,Frank McWright,democrat,98455,200934
1984,Alabama,AL,1,63,41,US House,2,Bill Dickinson,republican,118153,195815
1984,Alabama,AL,1,63,41,US House,2,Frank Tipler III,libertarian,2156,195815
1984,Alabama,AL,1,63,41,US House,2,Larry Lee,democrat,75506,195815
1984,Alabama,AL,1,63,41,US House,3,Bill Nichols,democrat,120357,125102
1984,Alabama,AL,1,63,41,US House,3,Mark Thornton,libertarian,4745,125102
1984,Alabama,AL,1,63,41,US House,4,Tom Bevill,democrat,120106,120106
1984,Alabama,AL,1,63,41,US House,5,D. M. (Sam) Samsil,libertarian,6033,146575
1984,Alabama,AL,1,63,41,US House,5,Ronnie G. Flippo,democrat,140542,146575
1984,Alabama,AL,1,63,41,US House,6,Ben Erdreich,democrat,130973,219710
1984,Alabama,AL,1,63,41,US House,6,Steve Smith,libertarian,1043,219710
1984,Alabama,AL,1,63,41,US House,6,"J. T. """"Jabo"""" Waggoner",republican,87550,219710
1984,Alabama,AL,1,63,41,US House,6,Mark Curtis,socialist workers,144,219710
1984,Alabama,AL,1,63,41,US House,7,"Charles """"Chuck"""" Ewing",libertarian,4498,140332
1984,Alabama,AL,1,63,41,US House,7,Richard Shelby,democrat,135834,140332
1984,Alaska,AK,2,94,81,US House,0,Donald E. Young,republican,113582,206437
1984,Alaska,AK,2,94,81,US House,0,Pegge Begich,democrat,86052,206437
1984,Alaska,AK,2,94,81,US House,0,Other,,295,206437
1984,Alaska,AK,2,94,81,US House,0,Betty Breck,independent,6508,206437
1984,Arizona,AZ,4,86,61,US House,1,John McCain,republican,162418,208027
1984,Arizona,AZ,4,86,61,US House,1,Harry W. Braun III,democrat,45609,208027
1984,Arizona,AZ,4,86,61,US House,2,Other,,14,121215
1984,Arizona,AZ,4,86,61,US House,2,Lorenzo Torrez,people before profits,14869,121215
1984,Arizona,AZ,4,86,61,US House,2,Morris K. Udall,democrat,106332,121215
1984,Arizona,AZ,4,86,61,US House,3,Bob Stump,republican,156686,218328
1984,Arizona,AZ,4,86,61,US House,3,Bob Schuster,democrat,57748,218328
1984,Arizona,AZ,4,86,61,US House,3,Lorraina M. Valencia,libertarian,3894,218328
1984,Arizona,AZ,4,86,61,US House,4,Other,,57,167615
1984,Arizona,AZ,4,86,61,US House,4,Eldon Rudd,republican,167558,167615
1984,Arizona,AZ,4,86,61,US House,5,Jim McNulty,democrat,109871,227938
1984,Arizona,AZ,4,86,61,US House,5,Jim Kolbe,republican,116075,227938
1984,Arizona,AZ,4,86,61,US House,5,Herb Johnson,libertarian,1992,227938
1984,Arkansas,AR,5,71,42,US House,1,Other,,3481,124528
1984,Arkansas,AR,5,71,42,US House,1,Bill Alexander,democrat,121047,124528
1984,Arkansas,AR,5,71,42,US House,2,Judy Petty,republican,90841,219079
1984,Arkansas,AR,5,71,42,US House,2,Jim Taylor,independent,25073,219079
1984,Arkansas,AR,5,71,42,US House,2,Tommy Robinson,democrat,103165,219079
1984,Arkansas,AR,5,71,42,US House,3,John Paul Hammerschmidt,republican,1,1
1984,Arkansas,AR,5,71,42,US House,4,Other,,2516,119639
1984,Arkansas,AR,5,71,42,US House,4,Beryl Anthony Jr.,democrat,117123,119639
1984,California,CA,6,93,71,US House,1,Douglas H. Bosco,democrat,157037,252223
1984,California,CA,6,93,71,US House,1,David Redick,republican,95186,252223
1984,California,CA,6,93,71,US House,2,Harry Cozad,democrat,69793,228472
1984,California,CA,6,93,71,US House,2,Gene Chappie,republican,158679,228472
1984,California,CA,6,93,71,US House,3,Robert T. Matsui,democrat,131369,131369
1984,California,CA,6,93,71,US House,4,Roger Conant Pope,libertarian,4039,211921
1984,California,CA,6,93,71,US House,4,Vic Fazio,democrat,130109,211921
1984,California,CA,6,93,71,US House,4,Roger Canfield,republican,77773,211921
1984,California,CA,6,93,71,US House,5,Tom Spinosa,republican,45930,193204
1984,California,CA,6,93,71,US House,5,Joseph Fuhrig,libertarian,4008,193204
1984,California,CA,6,93,71,US House,5,Sala Burton,democrat,139692,193204
1984,California,CA,6,93,71,US House,5,Henry Clark,peace and freedom,3574,193204
1984,California,CA,6,93,71,US House,6,Howard Creighton,libertarian,5574,239096
1984,California,CA,6,93,71,US House,6,Barbara Boxer,democrat,162511,239096
1984,California,CA,6,93,71,US House,6,Doulgas Binderup,republican,71011,239096
1984,California,CA,6,93,71,US House,7,Rosemary Thakar,republican,78985,237291
1984,California,CA,6,93,71,US House,7,George Miller,democrat,158306,237291
1984,California,CA,6,93,71,US House,8,Ronald V. Dellums,democrat,144316,239223
1984,California,CA,6,93,71,US House,8,Charles Connor,republican,94907,239223
1984,California,CA,6,93,71,US House,9,Martha Fuhrig,libertarian,7398,195308
1984,California,CA,6,93,71,US House,9,Fortney Peter Stark,democrat,136511,195308
1984,California,CA,6,93,71,US House,9,J. T. Eager Beaver,republican,51399,195308
1984,California,CA,6,93,71,US House,10,Edmon V. Kaiser,american independent,2663,164177
1984,California,CA,6,93,71,US House,10,Don Edwards,democrat,102469,164177
1984,California,CA,6,93,71,US House,10,Perr Cadestam,libertarian,2789,164177
1984,California,CA,6,93,71,US House,10,Robert P. Herriot,republican,56256,164177
1984,California,CA,6,93,71,US House,11,"John J. """"Jack"""" Hickey",republican,59625,211115
1984,California,CA,6,93,71,US House,11,Nicholas W. Kudrovzeff,american independent,3883,211115
1984,California,CA,6,93,71,US House,11,Tom Lantos,democrat,147607,211115
1984,California,CA,6,93,71,US House,12,Bill White,libertarian,5872,252693
1984,California,CA,6,93,71,US House,12,Ed Zschau,republican,155795,252693
1984,California,CA,6,93,71,US House,12,Martin Carnoy,democrat,91026,252693
1984,California,CA,6,93,71,US House,13,Norman Y. Mineta,democrat,139851,214353
1984,California,CA,6,93,71,US House,13,John R. Redding,libertarian,3836,214353
1984,California,CA,6,93,71,US House,13,"John D. """"Jack"""" Williams",republican,70666,214353
1984,California,CA,6,93,71,US House,14,"Ruth """"Paula"""" Carlson",democrat,58384,244472
1984,California,CA,6,93,71,US House,14,Norm Shumway,republican,179238,244472
